id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
51891,Women,Accessories,Wallets,Wallets,Brown,Summer,2016,Casual,Nyk Women Brown Wallet
18579,Men,Accessories,Socks,Socks,Navy Blue,Summer,2011,Sports,Puma Men Sport Quarters Navy Blue Socks
58838,Men,Accessories,Cufflinks,Cufflinks,Black,Summer,2012,Casual,Hakashi Men Black Cufflinks
12888,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,Reebok Men Hex Express LP White Sports Shoes
4198,Boys,Apparel,Topwear,Tshirts,Red,Summer,2011,Casual,Disney Kids Boy's Red Royal Sailing Kidswear
38406,Women,Accessories,Belts,Belts,White,Summer,2012,Casual,Baggit Women White Pandu Taj Belt
44230,Men,Footwear,Shoes,Casual Shoes,Blue,Fall,2012,Casual,Nike Men Blue Sneakers
35567,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,2012,Formal,Arrow Men Brown Formal Shoes
45157,Men,Accessories,Watches,Watches,Silver,Winter,2016,Casual,Casio Youth Series Men Silver-Toned Marine Sports Watch MW-600F-7AVDF(A507)
12152,Women,Apparel,Topwear,Kurtis,Purple,Fall,2011,Ethnic,Aurelia Women Printed Purple Kurti
12545,Women,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,Tantra Women White Printed T-shirt
13224,Men,Apparel,Topwear,Sweatshirts,Blue,Fall,2011,Casual,Palm Tree Kids Boys Printed Blue Sweatshirts
25652,Men,Accessories,Watches,Watches,White,Winter,2016,Casual,Fastrack Men White Casual Watch
35321,Women,Accessories,Jewellery,Earrings,Silver,Winter,2016,Ethnic,Fabindia Women Anusuya Silver Earrings
13308,Women,Apparel,Topwear,Tops,White,Fall,2011,Casual,Gini and Jony Kids Girls Printed White Tops
28471,Women,Apparel,Topwear,Tops,Black,Summer,2012,Casual,Urban Yoga Women Printed Black Top
11802,Women,Apparel,Topwear,Kurtas,White,Fall,2011,Ethnic,Vishudh Women Cambric White Kurtas
13627,Men,Apparel,Loungewear and Nightwear,Lounge Shorts,Blue,Summer,2016,Casual,Hanes Men Knitted Blue Shorts
17111,Women,Accessories,Bags,Clutches,Black,Winter,2015,Casual,Lino Perros Women Crystal Black Clutch
32540,Men,Personal Care,Fragrance,Perfume and Body Mist,Black,Spring,2017,Casual,Playboy Men Miami Perfume
22592,Men,Apparel,Topwear,Sweatshirts,Red,Fall,2011,Casual,Nike Men Red Striped Sweatshirt
35442,Girls,Apparel,Topwear,Tops,White,Summer,2012,Casual,Doodle Girls Printed White Top
34108,Girls,Apparel,Topwear,Tops,Pink,Summer,2012,Casual,Doodle Girls Printed Orange Top
48651,Women,Accessories,Jewellery,Earrings,Silver,Summer,2013,Casual,Lucera Women Silver Earrings
53588,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Q&Q Men Black Dial Watch
50163,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,Rocia Women Black Heels
43514,Women,Apparel,Dress,Dresses,Black,Summer,2012,Casual,French Connection Women Black Dress
37582,Girls,Apparel,Bottomwear,Shorts,White,Summer,2012,Casual,Madagascar3 Girls White Shorts
23556,Men,Personal Care,Fragrance,Deodorant,Black,Spring,2017,Casual,Police Dark Men Deo
29455,Men,Free Items,Free Gifts,Free Gifts,Black,Winter,2016,Casual,Giordano Men Black Dial Watch
40627,Women,Apparel,Topwear,Kurtas,Lavender,Summer,2012,Ethnic,Span Women Lavender Kurta
33488,Men,Apparel,Topwear,Shirts,Purple,Summer,2012,Casual,Doodle Kids Boy Check Purple Shirt
12245,Men,Apparel,Topwear,Shirts,Maroon,Winter,2011,Formal,Genesis Maroon Formal Shirt
24562,Men,Apparel,Topwear,Shirts,Blue,Summer,2012,Casual,Lee Men Rubin Blue Shirt
23548,Men,Personal Care,Fragrance,Perfume and Body Mist,Red,Spring,2017,Casual,Police Men Passion Perfume
4763,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Sports,ADIDAS Men's Gym Polo Blue Black T-Shirt
32144,Men,Apparel,Innerwear,Briefs,White,Summer,2016,Casual,Playboy Men Pack of 2 White Briefs
11559,Women,Apparel,Topwear,Kurtas,White,Summer,2011,Ethnic,W Women Printed White Kurtas
38528,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012,Casual,Puma Men White Caliber Shoes
40690,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012,Formal,Numero Uno Men Black Formal Shoes
34344,Men,Apparel,Topwear,Tshirts,Purple,Summer,2012,Casual,Myntra Men Karma Purple T-shirt
30047,Men,Accessories,Watches,Watches,Silver,Winter,2016,Casual,SKAGEN DENMARK Men Silver-Toned Dial Watch 568LSLZM
56990,Women,Footwear,Shoes,Flats,Brown,Winter,2012,Casual,HM Women Beige Sandals
20892,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,Basics Men Black Casual Shoes
55569,Women,Personal Care,Fragrance,Deodorant,Yellow,Spring,2017,Casual,Revlon Women Charlie Sunshine Deo
9716,Men,Footwear,Sandal,Sandals,Brown,Winter,2015,Formal,Hush Puppies Men Decent Brown Sandals
9214,Women,Footwear,Shoes,Casual Shoes,White,Fall,2011,Casual,Puma Women Track Cat Basic White Casual Shoes
57870,Women,Personal Care,Skin,Face Moisturisers,White,Spring,2017,Casual,Biotique Morning Nectar Flawless Lightening Lotion
31564,Men,Apparel,Bottomwear,Trousers,Charcoal,Summer,2012,Formal,Mark Taylor Men Striped Charcoal Trousers
40652,Women,Apparel,Topwear,Kurtas,Mustard,Summer,2012,Ethnic,Span Women Mustard Kurta
3015,Men,Apparel,Topwear,Tshirts,Pink,Summer,2011,Casual,Lee Men's Panama Pink T-shirt
27868,Women,Apparel,Topwear,Shirts,White,Fall,2012,Smart Casual,Scullers For Her Women White Striped Shirt
38541,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual,Puma Men Black Contest Hi Shoes
4712,Unisex,Accessories,Watches,Watches,Black,Winter,2016,Sports,ADIDAS Unisex Cambridge Analogue Black Dial Watch
7134,Men,Apparel,Bottomwear,Track Pants,Navy Blue,Fall,2011,Casual,Urban Yoga Men Bottom Navy Yoga Pants
26949,Women,Apparel,Topwear,Tshirts,Orange,Summer,2012,Casual,Jealous 21 Women Printed Orange T-shirt
32308,Women,Accessories,Watches,Watches,Pink,Winter,2016,Casual,Q&Q Women Pink Dial Watch
14753,Men,Apparel,Topwear,Shirts,White,Fall,2012,Formal,Arrow Men White Striped Shirt
18276,Women,Apparel,Topwear,Kurtas,White,Fall,2011,Ethnic,Aneri Women Tanvi White Kurta
48619,Women,Accessories,Jewellery,Earrings,Silver,Fall,2012,Casual,Lucera Women Gold Earrings
27919,Women,Apparel,Bottomwear,Trousers,Brown,Summer,2012,Formal,Scullers For Her Light Brown Trousers
18620,Men,Apparel,Topwear,Tshirts,Maroon,Fall,2011,Casual,Puma Men Team Essential Maroon Polo Tshirts
38587,Women,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,Nike Women White Jdi T-Shirt
13174,Women,Footwear,Shoes,Flats,Black,Winter,2015,Casual,Skechers Women Ever Lasting Black Sandals
57095,Women,Apparel,Bottomwear,Shorts,Black,Summer,2012,Casual,Elle Women Black Culottes
47655,Women,Apparel,Dress,Dresses,Grey,Summer,2012,Casual,Femella Women Grey Polka Dotted Dress
20235,Women,Apparel,Topwear,Tshirts,Black,Fall,2011,Casual,Wrangler Women Baroque Black T-shirt
19111,Men,Apparel,Topwear,Tshirts,Red,Summer,2016,Casual,Campbell Men Pack of 3 Solid Tshirts
44205,Women,Footwear,Flip Flops,Flip Flops,Green,Winter,2012,Casual,iPanema Women Green Flip Flops
49997,Women,Apparel,Innerwear,Briefs,Pink,Winter,2015,Casual,Hanes Women Assorted Pack of Two No Panty Line - Cotton Stretch Bikinis
18408,Women,Footwear,Flip Flops,Flip Flops,Black,Fall,2011,Casual,Skechers Women Your Black Slippers
46537,Women,Accessories,Watches,Watches,White,Winter,2016,Casual,Timex Women White Dial Watch
37414,Women,Accessories,Bags,Handbags,Black,Summer,2012,Casual,Murcia Women Black Handbag
16285,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,Peter England Men Printed Blue TShirt
56052,Women,Personal Care,Lips,Lip Gloss,Brown,Spring,2017,Casual,Colorbar Extra Durable Lava Lip Color 020
20531,Women,Accessories,Wallets,Wallets,Green,Winter,2015,Casual,Baggit Women Quick Mayur Green Wallet
31247,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012,Casual,Puma Men Grey Polo T-shirt
48241,Boys,Apparel,Topwear,Tshirts,Cream,Summer,2012,Casual,Avengers Boys Cream Printed T-shirt
59120,Men,Apparel,Topwear,Jackets,Olive,Summer,2012,Casual,Just Natural Men Olive Jacket
39904,Men,Footwear,Shoes,Sports Shoes,Red,Summer,2012,Sports,ADIDAS Men Red Adipure Sports Shoes
34284,Women,Apparel,Topwear,Dupatta,Blue,Summer,2012,Ethnic,Fabindia Women Blue Dupatta
1852,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual,Inkfruit Men Ride It Or Die T-shirt
27428,Women,Apparel,Topwear,Tshirts,Black,Fall,2015,Casual,Jockey Women Black V-neck T-Shirt
50161,Women,Footwear,Shoes,Heels,White,Winter,2014,Casual,Rocia Women White Wedges
24323,Unisex,Accessories,Bags,Backpacks,Black,Summer,2011,Casual,ADIDAS Unisex Black Casual Backpack
4439,Unisex,Footwear,Shoes,Casual Shoes,White,Summer,2011,Casual,Converse Unisex Strips White Canvas Shoe
15989,Men,Apparel,Topwear,Sweaters,White,Fall,2011,Casual,Turtle Stripes Men White Sweaters
47308,Women,Accessories,Bags,Clutches,Purple,Summer,2012,Casual,Baggit Women Purple Deshi Baby Purse
13402,Men,Apparel,Topwear,Shirts,Blue,Summer,2011,Casual,United Colors of Benetton Men Check Blue Shirts
55292,Women,Personal Care,Lips,Lip Gloss,Pink,Spring,2017,Casual,Lakme Absolute Cherryshine Plump & Shine Pink Lip Gloss
28570,Women,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,Nike Women You Wish Black T-shirt
15822,Men,Apparel,Innerwear,Innerwear Vests,Black,Summer,2016,Casual,Facit Men Bicep Tee Black Innerwear Vests
42673,Women,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic,Alma Women White Kurta
9083,Women,Apparel,Bottomwear,Track Pants,Black,Fall,2011,Sports,ADIDAS Women Ess Cuffed Pant Black Trackpant
18843,Men,Apparel,Topwear,Tshirts,Red,Fall,2011,Casual,Puma Men Graphic Print Red Tshirt
10791,Men,Apparel,Topwear,Shirts,Black,Fall,2011,Casual,Wrangler Men Manitoba Piping Black Shirts
18644,Women,Apparel,Bottomwear,Track Pants,Red,Fall,2010,Sports,Puma Women Geranium Red Core Sweatpants
52228,Women,Accessories,Jewellery,Pendant,Silver,Summer,2013,Casual,Lencia Silver Flower Shaped Pendant
47323,Women,Accessories,Wallets,Wallets,Purple,Summer,2010,Casual,Baggit Women Purple Shell Baby Wallet
52072,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual,Myntra Men Blue T-shirt
55038,Women,Personal Care,Lips,Lipstick,Brown,Spring,2017,,Lakme Absolute Matte Brick Lipstick 51
12041,Men,Apparel,Topwear,Shirts,Pink,Fall,2011,Formal,Mark Taylor Men Pink Striped Shirt
55194,Women,Personal Care,Nails,Nail Polish,Black,Spring,2017,Casual,Lakme Absolute Fast & Fabulous Night Desire Nail Polish 03
51335,Men,Accessories,Socks,Socks,Black,Summer,2016,Casual,Raymond Men Black Socks
39998,Men,Accessories,Eyewear,Sunglasses,Metallic,Winter,2016,Casual,Park Avenue Men Metallic Frame Sunglasses
39424,Men,Apparel,Topwear,Tshirts,Red,Winter,2016,Casual,U.S. Polo Assn. Denim Co. Men Red Polo T-Shirt
4040,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Sports,Rajasthan Royals Mens Replica Cotton Jersey
1623,Unisex,Accessories,Bags,Backpacks,Red,Summer,2011,Casual,Reebok Unisex Red Backpack
29219,Men,Accessories,Socks,Socks,Grey,Summer,2012,Sports,Fila Men Pack of 2 Socks
33764,Women,Footwear,Shoes,Casual Shoes,Purple,Summer,2012,Casual,ADIDAS Neo Women Renewal Purple Shoes
4666,Unisex,Accessories,Watches,Watches,Black,Winter,2016,Sports,ADIDAS Unisex Response Galaxy Black Watch
30533,Women,Apparel,Innerwear,Bra,Black,Summer,2014,Casual,Lovable Cotton Essensuals Black Bra
32615,Men,Accessories,Belts,Belts,Black,Spring,2013,Casual,Levitate Men Reversible Black & Brown Leather Belt
1626,Unisex,Sporting Goods,Sports Equipment,Footballs,Blue,Summer,2011,Sports,Kipsta F300 Football Size 5 Football
5500,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,Mr.Men Men's Mr.Perfect White T-shirt
35105,Men,Accessories,Wallets,Wallets,Black,Summer,2012,Casual,Allen Solly Men Black Wallet
29166,Girls,Apparel,Dress,Dresses,Navy Blue,Summer,2012,Casual,United Colors of Benetton Girls Polka Dot Navy Blue Dress
5885,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,Puma Men's Ducati Graphic Black T-shirt
47191,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012,Formal,Franco Leone Men Black Formal Shoes
9991,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Sports,Nike Men As Ad Club Pi Blue T-Shirts
56694,Men,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic,Fabindia Men Striped White Kurta
2897,Women,Footwear,Shoes,Heels,Silver,Winter,2015,Casual,Catwalk Women Golden Heels
7848,Men,Apparel,Topwear,Tshirts,Orange,Fall,2011,Casual,Proline Men Printed T-shirt
57742,Women,Personal Care,Makeup,Foundation and Primer,Skin,Spring,2017,Casual,Lotus Herbals Pure Radiance Caramel Daily Foundation 370
58831,Women,Accessories,Watches,Watches,White,Winter,2016,Casual,FCUK Women White Dial Watch FC1012WWN
20397,Women,Accessories,Bags,Handbags,Brown,Winter,2015,Casual,Baggit Women Zanzeel Taj Brown Handbag
33639,Men,Footwear,Flip Flops,Flip Flops,Grey,Summer,2012,Casual,Lotto Men Grey Sport Line Flip Flops
28051,Men,Apparel,Innerwear,Briefs,Grey Melange,Summer,2016,Casual,Jockey ELANCE Men Grey Melange Pack of 2 Briefs 1009
5010,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,Inkfruit Men's Egg Hard Black T-Shirt
15775,Men,Apparel,Innerwear,Briefs,White,Summer,2016,Casual,Facit Men Stringz White Briefs
33221,Women,Apparel,Topwear,Tops,Magenta,Summer,2012,Casual,Sepia Women Magenta Top
27405,Women,Apparel,Bottomwear,Capris,Black,Summer,2018,Casual,Jockey Women Black Capris
17567,Men,Apparel,Topwear,Shirts,Purple,Fall,2011,Formal,Mark Taylor Men Purple & White Striped Shirt
22307,Women,Footwear,Shoes,Heels,Beige,Winter,2012,Casual,Inc. 5 Women Casual Beige Flats
2699,Girls,Apparel,Dress,Dresses,Pink,Summer,2011,Casual,Disney Kids Girls Disney girl pink pooh top Kidswear
22705,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011,Casual,Nike Men White Capri II Casual Shoe
28014,Men,Apparel,Innerwear,Trunk,Grey,Summer,2016,Casual,Jockey ZONE STRETCH Men Grey Trunks US20
30717,Boys,Apparel,Apparel Set,Kurta Sets,Green,Summer,2012,Ethnic,Fabindia Boys Green Dhoti Angarakha Sets
9594,Men,Apparel,Topwear,Shirts,White,Fall,2011,Casual,Scullers Men Scul Red White Shirts
6662,Women,Apparel,Topwear,Tshirts,Yellow,Summer,2011,Casual,Jealous 21 Women Yellow Basic Top
45049,Men,Footwear,Flip Flops,Flip Flops,Red,Fall,2012,Casual,Playboy Men Red and Black Flip Flop
5448,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,Nike Men's Training White Blue T-shirt
5895,Women,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,Puma Women's Allegra Mid Pink White Shoe
15965,Men,Apparel,Topwear,Jackets,Black,Fall,2011,Casual,Turtle Solid Men Black Jacket
16826,Women,Apparel,Topwear,Tshirts,Green,Fall,2011,Casual,Little Miss Women Printed Green Tshirt
53056,Women,Apparel,Saree,Sarees,Multi,Fall,2012,Ethnic,FNF Multi Coloured Printed Sari
23806,Men,Footwear,Shoes,Sports Shoes,Grey,Fall,2012,Sports,Puma Men Grey Cat Runner Sports Shoes
23038,Men,Apparel,Bottomwear,Trousers,Beige,Summer,2011,Casual,Arrow Men Beige Solid Trousers
45313,Men,Accessories,Belts,Belts,Black,Summer,2012,Formal,Van Heusen Men Black & Brown Reversible Belt
58164,Women,Accessories,Wallets,Wallets,Turquoise Blue,Summer,2012,Casual,Rocky S Women Turquoise Blue Wallet
57328,Women,Apparel,Innerwear,Bra,Lavender,Winter,2015,Casual,Amante Lavender T-shirt Bra BCMV01
20936,Unisex,Accessories,Bags,Backpacks,Green,Summer,2017,Casual,Fastrack Unisex Green Backpack
3635,Unisex,Footwear,Shoes,Sports Shoes,White,Fall,2012,Sports,Puma Unisex White Speeder Sports Shoes
15080,Women,Apparel,Topwear,Kurtis,Orange,Fall,2011,Ethnic,Mother Earth Women Printed Orange Kurtis
4156,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,Nike Men's Vapour Club White Red Shoe
43860,Women,Accessories,Jewellery,Earrings,Gold,Summer,2012,Ethnic,Royal Diadem Earrings
57193,Women,Apparel,Topwear,Tunics,Pink,Summer,2012,Casual,Elle Women Pink Tunic
45581,Men,Footwear,Sandal,Sandals,Grey,Summer,2012,Casual,Arrow Men Grey Sandals
36363,Men,Accessories,Ties,Ties,Blue,Summer,2012,Formal,Reid & Taylor Men Blue Tie
43769,Women,Accessories,Jewellery,Earrings,Purple,Summer,2012,Casual,Royal Diadem Purple Earrings
18054,Women,Accessories,Wallets,Wallets,Grey,Winter,2015,Casual,Lino Perros Women Solid Grey Wallet
56569,Women,Personal Care,Makeup,Foundation and Primer,Skin,Spring,2017,Casual,Streetwear Shine Divine Whitening Liquid Toast Foundation
4908,Women,Apparel,Topwear,Tops,Red,Summer,2011,Casual,Levis Kids Girl's Darcy Red Teens Kidswear
25217,Women,Accessories,Bags,Handbags,Pink,Winter,2015,Casual,Lino Perros Women Pink Handbag
49326,Women,Accessories,Watches,Watches,Black,Winter,2016,Casual,DKNY Women Black Dial Watch NY4620
41444,Men,Footwear,Shoes,Sports Shoes,White,Fall,2012,Casual,Lee Cooper Men White Sports Shoes
15267,Women,Footwear,Shoes,Casual Shoes,Yellow,Fall,2011,Casual,ADIDAS Originals Women SL 72 Yellow Casual Shoes
7165,Men,Apparel,Topwear,Shirts,Black,Fall,2011,Casual,Scullers Men Black & Green Shirt
21754,Men,Accessories,Belts,Belts,Brown,Fall,2011,Casual,Fossil Men Johann Dark Brown Belt
47363,Women,Accessories,Bags,Clutches,Mustard,Summer,2012,Casual,Baggit Women Mustard Challo Moly Purse
50473,Men,Apparel,Innerwear,Briefs,Red,Winter,2016,Casual,Chromozome Men Red & Black Brief
59223,Women,Accessories,Watches,Watches,Silver,Winter,2016,Casual,Titan Women Silver Watch
16375,Men,Apparel,Bottomwear,Trousers,Navy Blue,Fall,2011,Formal,Peter England Men Stripes Navy Blue Trouser
21338,Men,Accessories,Eyewear,Sunglasses,Gold,Winter,2016,Casual,Louis Philippe Men Gold Frame Sunglasses
5682,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2015,Casual,Skechers Men's Transparent Brown Shoe
57449,Women,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,Angry Birds Women Black T-shirt
59743,Women,Apparel,Innerwear,Briefs,Pink,Summer,2014,Casual,Avirate Pink Brief
41737,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,Catwalk Women Black Heels
9546,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011,Sports,Nike Men As Elite Ultimate Ss Training Purple T-Shirts
54677,Women,Accessories,Watches,Watches,Black,Winter,2016,Casual,Fastrack Women Black Dial Watch NB9735NL02
18170,Boys,Apparel,Topwear,Sweatshirts,Green,Fall,2011,Casual,Doodle Kids-Boys Be Born Green Sweatshirt
5453,Men,Apparel,Bottomwear,Shorts,Grey,Summer,2011,Sports,Nike Men's Vapor Knit Grey Short
6482,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,ADIDAS Men's Strip Polo Black Green T-shirt
33431,Women,Accessories,Bags,Handbags,Green,Summer,2012,Casual,Baggit Women Pinto Checksy Green Sling Bag
56346,Men,Accessories,Watches,Watches,Steel,Winter,2016,Casual,Fastrack Men Steel Dial Watch
42125,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2012,Casual,Nike Men Grey Ruckus Casual Shoes
10166,Men,Footwear,Flip Flops,Flip Flops,Red,Fall,2011,Casual,United Colors of Benetton Men Carribean Red Flip Flops
51585,Women,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2012,Casual,Wrangler Women Navy Blue Giselle Jeans
14595,Women,Apparel,Bottomwear,Stockings,Grey,Summer,2011,Casual,United Colors of Benetton Women Solid Grey Stockings
3838,Women,Footwear,Shoes,Flats,Black,Summer,2011,Casual,Crocs Women Olivia Black Sandal
31989,Men,Accessories,Socks,Socks,Navy Blue,Summer,2016,Casual,Playboy Men Navy Blue Socks
37151,Men,Apparel,Topwear,Tshirts,Beige,Summer,2016,Casual,Campbell Men Pack of 3 T-shirt
27029,Women,Apparel,Bottomwear,Capris,Blue,Summer,2012,Casual,Jealous 21 Women Blue Capris
12789,Women,Apparel,Topwear,Kurtas,White,Fall,2011,Ethnic,Mother Earth Women Sajiya Collt White Kurtas
52435,Women,Apparel,Loungewear and Nightwear,Nightdress,Purple,Summer,2017,Casual,Red Rose Women Purple Nightdress
51521,Men,Accessories,Watches,Watches,Silver,Summer,2017,Casual,Fastrack Men Silver-Toned Dial Watch N1229SM04
16532,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Locomotive Men Check Blue Shirt
51999,Women,Apparel,Loungewear and Nightwear,Nightdress,Blue,Summer,2017,Casual,Inaya Women Blue Nightdress
27840,Men,Accessories,Belts,Belts,Red,Summer,2013,Casual,Bulchee Men Red Leather Belt
30284,Men,Accessories,Eyewear,Sunglasses,Brown,Summer,2017,Casual,Speedo Men Sheet Sunglasses
14296,Men,Apparel,Topwear,Tshirts,Green,Fall,2011,Casual,Classic Polo Men Printed pack of 3 Tshirts
24081,Women,Footwear,Shoes,Casual Shoes,Red,Winter,2015,Casual,Catwalk Women Red Casual Shoes
1580,Women,Apparel,Bottomwear,Swimwear,Black,Fall,2010,Sports,Nabaiji Women Cross-back Swimsuit
35692,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012,Casual,U.S. Polo Assn. Men White Shoes
17989,Men,Accessories,Belts,Belts,Brown,Fall,2011,Formal,Reid & Taylor Men Solid Brown Belt
23925,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011,Sports,Lotto Men Black Chamonix Sports Shoes
19284,Women,Accessories,Watches,Watches,Black,Winter,2016,Casual,Guess Women Black Dial Watch W60005L2
10997,Men,Accessories,Watches,Watches,Silver,Winter,2016,Casual,Puma Men Track White Silver Watches
51942,Women,Accessories,Bags,Handbags,Lavender,Summer,2016,Casual,Nyk Women Lavender Scrim Handbag
59541,Women,Accessories,Jewellery,Earrings,Silver,Summer,2013,Casual,Lucera Silver Earrings
51174,Men,Accessories,Socks,Socks,Brown,Summer,2016,Casual,Raymond Men Brown Socks
56821,Men,Apparel,Bottomwear,Shorts,Brown,Summer,2012,Casual,John Players Men Brown Shorts
27191,Women,Apparel,Topwear,Kurtas,Pink,Fall,2011,Ethnic,Mother Earth Women Pink Printed Kurta
23684,Men,Accessories,Wallets,Wallets,Brown,Fall,2011,Casual,Newhide Brown Men Antique Wallet
23485,Men,Accessories,Scarves,Scarves,Navy Blue,Summer,2012,Casual,Arrow Men Navy Blue Check Scarf
31847,Women,Accessories,Watches,Watches,Gold,Winter,2016,Casual,Titan Women Raga Mother Of Pearl Dial Watch
38749,Unisex,Accessories,Bags,Backpacks,Grey,Summer,2012,Casual,Nike Unisex Grey Ultimatum Max Air Compact Backpack
44177,Women,Personal Care,Fragrance,Deodorant,White,Spring,2017,Casual,Nike Fragrances Women Paradise Deo
33073,Men,Apparel,Topwear,Tshirts,Green,Summer,2012,Casual,U.S.Polo Assn. Men Green Polo T-shirt
56662,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012,Casual,United Colors of Benetton Men White Shoes
18908,Men,Footwear,Flip Flops,Flip Flops,Blue,Fall,2011,Casual,ADIDAS Men Adi Linear Blue Flip Flops
11438,Women,Apparel,Topwear,Tops,Black,Fall,2011,Casual,United Colors of Benetton Women  Winter Black Top
2636,Men,Footwear,Sandal,Sandals,Brown,Fall,2010,Casual,Carlton London Men Brown Strapped Sandal
44664,Women,Apparel,Bottomwear,Trousers,Charcoal,Summer,2012,Formal,Wills Lifestyle Women Charcoal Trousers
8801,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011,Casual,Scullers Men Navy Blue Shirt
3401,Women,Accessories,Bags,Handbags,Black,Winter,2015,Casual,Murcia Women Black Hobo Handbag
6867,Women,Apparel,Topwear,Shirts,Grey,Summer,2011,Casual,Forever New Women Light Brown & Grey Striped Shirt
26065,Men,Apparel,Topwear,Shirts,Black,Summer,2012,Formal,John Miller Men Check Black Shirt
40952,Boys,Apparel,Topwear,Tshirts,Red,Summer,2012,Casual,Gini and Jony Boys Wild West Red T-shirt
8751,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011,Casual,Indigo Nation Men Navy Blue Check Shirt
42551,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012,Ethnic,Mother Earth Women Blue Kurta
55617,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012,Casual,Numero Uno Men Brown Shoes
51702,Unisex,Accessories,Eyewear,Sunglasses,Grey,Winter,2016,Casual,Van Heusen Unisex Sunglasses VH220-C3
11222,Men,Accessories,Watches,Watches,Steel,Winter,2016,Casual,Esprit Men Avalance Silver Steel Watches
14713,Men,Apparel,Bottomwear,Trousers,Brown,Fall,2011,Formal,Genesis Men Solid Brown Trousers
47027,Women,Apparel,Topwear,Kurtas,Purple,Fall,2012,Ethnic,Shree Women Blue Printed Kurta
57026,Men,Apparel,Innerwear,Briefs,Olive,Summer,2016,Casual,Jockey MC Men Olive Rio Briefs 8033
42947,Men,Accessories,Belts,Belts,Brown,Summer,2012,Casual,French Connection Men Brown Belt
44791,Men,Apparel,Innerwear,Boxers,Blue,Summer,2016,Casual,Calvin Klein Mens blue Boxers
33768,Men,Footwear,Shoes,Casual Shoes,Tan,Summer,2012,Casual,ADIDAS Neo Men Utility Deck Tan Shoes
38650,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012,Casual,Nike Men Capri Brown Shoes
17904,Men,Apparel,Topwear,Jackets,Navy Blue,Fall,2011,Sports,Nike Men Football Soccer Navy Blue Jacket
7511,Women,Apparel,Bottomwear,Track Pants,Navy Blue,Summer,2011,Sports,Nike Women Be Strong Navy Blue Pant
54119,Women,Footwear,Shoes,Heels,Brown,Winter,2012,Casual,Rocia Women Brown Flats
17748,Women,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,Puma Women Body Train Black Sports Shoe
40948,Boys,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,Gini and Jony Boys Rodeo T-shirt
36577,Men,Apparel,Topwear,Shirts,Brown,Summer,2012,Casual,Provogue Men Brown Shirt
58879,Men,Accessories,Ties,Ties,Red,Summer,2012,Casual,Hakashi Men Red Tie
37514,Boys,Apparel,Bottomwear,Leggings,Yellow,Summer,2012,Casual,Madagascar3 Infant Boys Lemon Yellow Leggings
